Name,Image_link,Price
Ivy - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_d4a2bd88-be06-4b67-a0b1-4dd5d3ec9f22_3024x.jpg?v=1690610988,"Rs. 15,999.00"
Ivy - The Slingbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_1e38592a-5904-4e08-820f-c08305c277cc_3024x.jpg?v=1690611280,"Rs. 13,998.00"
Ivy - The Belt,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/K-0173-DARK-BROWN-1_3024x.jpg?v=1693381597,"Rs. 1,519.00"
Leana - The Shopper Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_34c5db9a-f126-42af-82a0-fb69f746cf43_3024x.jpg?v=1692271223,"Rs. 14,997.00"
Leana - The Crossbody Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_473fa824-75be-4ccd-ada0-785b352c1152_3024x.jpg?v=1692271641,"Rs. 9,999.00"
Leana - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_968a0789-34e5-471b-8520-bd51c12bb6bf_3024x.jpg?v=1692274066,"Rs. 14,997.00"
Leana - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_09b2599b-4522-4c3e-92a1-44c955349d55_3024x.jpg?v=1692270810,"Rs. 10,998.00"
Knot - The Shoulder Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_232b0148-6a9f-4410-b701-b5fd8e459cf5_3024x.jpg?v=1691831815,"Rs. 13,998.00"
Knot - The Small Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_cae063ab-2adf-4ca3-a44e-9f2d6e2f3016_3024x.jpg?v=1690611585,"Rs. 6,999.00"
Knot - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_7ed078c4-6edb-4271-b1ac-0d3314285f9f_3024x.jpg?v=1690611695,"Rs. 12,999.00"
Knot - The Sling Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_e497b64c-4e60-4c63-b942-d679f0685f7f_3024x.jpg?v=1690611792,"Rs. 14,997.00"
Knot - The Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_bfe24728-bb62-40b1-8a11-090c965784e6_3024x.jpg?v=1693378062,"Rs. 4,599.00"
Leo - The Backpack,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_aeb21f26-a78c-4433-8c6e-7719f4c35683_3024x.jpg?v=1690612099,"Rs. 11,997.00"
Leo - The Laptop Bag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_6579ef5f-2e3f-4a00-b56d-2ee435bd6170_3024x.jpg?v=1690612235,"Rs. 11,198.00"
Leo - The Portfolio,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_f378521f-2a87-4a78-90e6-65298e76d3b7_3024x.jpg?v=1690612805,"Rs. 14,399.00"
Marquis - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_060bd770-d93e-4179-a6bd-ef7b8a695e88_3024x.jpg?v=1690616087,"Rs. 13,998.00"
Marquis -The Sling,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_d43186e2-e39f-4706-9c96-ecb23f515d32_3024x.jpg?v=1690616389,"Rs. 6,999.00"
Marquis - The Women's Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_a7f3f850-7f17-41ee-8c9d-caa794e0a604_3024x.jpg?v=1692688960,"Rs. 3,699.00"
Marina - The Handbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_1a05f5ed-b056-44b3-8802-4373c46f85c5_3024x.jpg?v=1685475535,"Rs. 12,999.00"
Marina - The Slingbag,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_70bf0631-79db-4b0a-b32e-c9cc9268968e_3024x.jpg?v=1686039594,"Rs. 6,999.00"
Marina - The Women's Wallet,https://cdn.shopify.com/s/files/1/0731/4312/4251/files/1_b8490a13-3d04-4e16-ac8c-f13a98444fa5_3024x.jpg?v=1693633949,"Rs. 4,599.00"
Asta - The Handbag,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,"Rs. 11,997.00"
Abeba - The Handbag,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,"Rs. 12,999.00"
Maverick - The Backpacker,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,"Rs. 18,999.00"
Maverick - The Backpack,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,"Rs. 15,999.00"
Maverick - The Laptop Bag,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,"Rs. 14,997.00"
Maverick - The Portfolio,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==,"Rs. 15,999.00"
